0.016411781, 2.105048766, 0.057188511, 0.092108011
0.018450975, 3.771554838, 0.067376614, 0.107026100
0.017014027, 5.863437740, 0.061915159, 0.100658178
0.017701387, 7.326851235, 0.071759939, 0.113549471
0.017535448, 9.251892279, 0.076486349, 0.118789911
0.017990589, 10.926190384, 0.082915306, 0.127561092
0.018300295, 11.872440547, 0.088251591, 0.136342287
0.018552542, 12.664144107, 0.093488216, 0.141829014
0.018987417, 15.367815979, 0.092738628, 0.140914202
0.019128799, 16.250211604, 0.097630262, 0.146602154
0.020009041, 16.402890748, 0.093748569, 0.146267891
0.020299196, 17.289480595, 0.098027468, 0.151418447
0.021740198, 16.794522122, 0.096070290, 0.152592182
0.021327972, 17.527898496, 0.103376865, 0.160646677
0.023080826, 17.059469846, 0.106565952, 0.169159889
0.023628950, 17.439299178, 0.108267307, 0.168066740
0.026005030, 16.771196397, 0.105391026, 0.166771412
0.025908947, 18.088021080, 0.108267069, 0.168282032
0.027447939, 18.222225462, 0.114890814, 0.176884890
0.027753353, 18.889732352, 0.110576868, 0.173406839
0.029404640, 18.594012174, 0.113954782, 0.181613445
0.030862570, 19.202642045, 0.114573240, 0.182156801
0.031226397, 20.097522451, 0.112987518, 0.183240652
0.031501770, 20.897481522, 0.118727684, 0.190677643
0.033403873, 20.810446197, 0.123018026, 0.194730043
0.033741236, 21.169194576, 0.124484062, 0.198351860
0.034959078, 22.146284101, 0.123966455, 0.200500011
0.037011862, 21.416366667, 0.134374857, 0.212628603
0.038115263, 22.334022329, 0.127851963, 0.209153891
0.039097786, 22.942231930, 0.136631727, 0.221795797
0.054778576, 15.252961776, 0.139138937, 0.222908497
0.043655872, 21.809623250, 0.137952566, 0.226558208
0.041719913, 23.504158454, 0.140186787, 0.231723547
0.046296597, 22.416945679, 0.143850327, 0.230479479
0.044613361, 23.907463598, 0.146713972, 0.235392809
0.047621727, 23.214216096, 0.140952587, 0.235210657
0.051092625, 22.956770734, 0.151127577, 0.249823093
0.054198027, 22.848176738, 0.163387537, 0.259860754
0.052206039, 19.431827393, 0.163071394, 0.279526472
0.058138609, 18.288922993, 0.172400236, 0.278197765
0.053246737, 20.662075698, 0.168251038, 0.280019283
0.056682110, 20.700448124, 0.174160242, 0.289234161
0.061903954, 19.674560335, 0.175295115, 0.290873528
0.063802242, 19.387628696, 0.183317184, 0.313605547
0.063205242, 20.178684984, 0.183759212, 0.317799091
0.065865517, 20.759761729, 0.191892385, 0.325023174
0.069419146, 19.584151489, 0.214737892, 0.349751234
0.066750050, 21.432204832, 0.205035210, 0.349229813
0.067984343, 22.258546370, 0.230950832, 0.375876427
0.074358225, 21.052322660, 0.215276957, 0.367477655
0.075061798, 21.246794263, 0.257017612, 0.416980982
0.076466560, 21.633791710, 0.236626387, 0.399946690
0.076514482, 22.465602616, 0.236451864, 0.401540518
0.082711458, 20.873399146, 0.262108088, 0.434492588
0.081762791, 21.935079756, 0.299701452, 0.484921694
0.084915400, 22.303084019, 0.268784761, 0.460624933
0.086508989, 22.787094963, 0.320637941, 0.524247408
0.092337370, 20.786563889, 0.269958258, 0.470920801
0.088790655, 23.000497916, 0.347842455, 0.551748991
0.095384836, 21.221900538, 0.258726120, 0.468078375
0.096304655, 22.581133999, 0.330792665, 0.550487995
0.096841335, 23.599859425, 0.295348167, 0.514260292
0.100964069, 24.365753636, 0.348108768, 0.576344728
0.103855610, 23.746826757, 0.281595469, 0.530423403
0.104234934, 25.017806780, 0.380737782, 0.600467443
0.108023643, 23.326325961, 0.324922085, 0.574971676
0.108730078, 24.731718189, 0.361958981, 0.616486788
0.112307549, 22.493501532, 0.366729498, 0.622937202
0.112849474, 24.871805161, 0.233118057, 0.515397549
0.112900496, 24.539057895, 0.283512115, 0.561968803
0.116843700, 26.132215847, 0.348541498, 0.613468647
0.122492552, 25.161162853, 0.396332026, 0.666569710
0.123001575, 26.250568274, 0.440083742, 0.709904671
0.130795717, 26.113378423, 0.414447069, 0.706303120
0.130860329, 26.250568274, 0.415021896, 0.711131811
0.137433529, 24.609907757, 0.278166294, 0.567908764
0.135812759, 29.356389155, 0.289664745, 0.608160019
0.144379139, 25.610310511, 0.378819227, 0.717568874
0.143304586, 28.136531431, 0.512520075, 0.839173555
0.149811983, 26.432531352, 0.476059437, 0.803860188
0.149362326, 28.934332442, 0.543521881, 0.861028433
0.156462431, 27.506290218, 0.485395193, 0.811765194
0.169946909, 29.889260906, 0.365863323, 0.703222513
0.170557737, 27.376371976, 0.365586042, 0.688930273
0.167841434, 29.858466283, 0.459743023, 0.789752960
0.173487425, 27.658548744, 0.569555044, 0.898706436
0.174949646, 29.155560739, 0.652912855, 0.976113796
0.187962294, 29.279275989, 0.771184683, 1.109970570
