0.029261112, 2.117157633, 0.017911911, 0.086997032, 0.000001907
0.032708883, 3.865026741, 0.021424294, 0.096514940, 0.002088070
0.030775070, 6.442126489, 0.011957407, 0.085254908, 0.003155947
0.032281876, 7.796156016, 0.020691395, 0.095025539, 0.003830910
0.034102440, 9.150242559, 0.020946264, 0.096984625, 0.004016161
0.035284996, 10.593211338, 0.021578312, 0.097895145, 0.004769087
0.035782099, 12.047586020, 0.021438360, 0.098816872, 0.005150080
0.037277222, 13.049585038, 0.022184849, 0.103154659, 0.004251957
0.037437916, 15.017355664, 0.022188663, 0.104744196, 0.004403114
0.038465023, 16.523388725, 0.023988247, 0.111256599, 0.006719828
0.042260170, 15.941486453, 0.023270130, 0.107784510, 0.006749153
0.041695118, 17.634741937, 0.024242640, 0.109974384, 0.008725882
0.046070576, 17.061546240, 0.023517132, 0.113356829, 0.010249138
0.047287226, 17.718923056, 0.023557425, 0.115380526, 0.010031939
0.051227093, 17.867575828, 0.025111675, 0.123952866, 0.010895014
0.051295757, 18.631169346, 0.026538372, 0.130858660, 0.010508060
0.052887440, 17.827120940, 0.028090239, 0.137648106, 0.008379936
0.057312250, 16.856772265, 0.027775288, 0.138819695, 0.010583162
0.061289310, 17.935410209, 0.027051926, 0.143423319, 0.011602879
0.062271118, 17.459366194, 0.031387568, 0.147877932, 0.011251926
0.067514896, 16.572923058, 0.034991264, 0.164313555, 0.011107206
0.070317745, 19.256672919, 0.032060862, 0.157745123, 0.017024994
0.071133137, 19.697542847, 0.031747580, 0.154371262, 0.016932011
0.076922894, 17.679137763, 0.029380560, 0.154620171, 0.017132998
0.086243629, 16.414826439, 0.028538227, 0.149163008, 0.016969919
0.086503506, 18.829646184, 0.030584335, 0.155340910, 0.016782999
0.089951754, 17.872491931, 0.032676935, 0.159312725, 0.016541958
0.092308760, 19.592089255, 0.029851437, 0.158669233, 0.018471003
0.094443798, 17.489922435, 0.027689457, 0.146024704, 0.016125917
0.101597786, 18.950498701, 0.034079075, 0.160971165, 0.022378922
0.106294632, 17.066028748, 0.030503273, 0.158741951, 0.021989107
0.103532791, 21.645308872, 0.028654814, 0.148872137, 0.017169952
0.104256153, 22.501973473, 0.026939869, 0.148026228, 0.017498970
0.105345964, 19.603914871, 0.031972647, 0.160311937, 0.021805048
0.110411644, 22.866345833, 0.030167580, 0.153586864, 0.016196012
0.117773771, 16.852398994, 0.030682325, 0.166484356, 0.021721125
0.115735769, 19.673679692, 0.026955128, 0.144528389, 0.015375137
0.124359608, 16.379643680, 0.030539751, 0.164037704, 0.017733812
0.120383263, 19.899692709, 0.027431965, 0.142578602, 0.018326998
0.133753300, 17.694789410, 0.029289246, 0.145391703, 0.014315128
0.128027916, 17.674327440, 0.027844906, 0.144518852, 0.018795013
0.131999254, 19.983870766, 0.028154373, 0.147238016, 0.018741846
0.140110493, 17.790502410, 0.028641462, 0.146702766, 0.014013052
0.141374826, 17.275949980, 0.029864311, 0.147900343, 0.016712904
0.142918587, 17.070513613, 0.028525591, 0.154304981, 0.021394014
0.152595043, 17.184542837, 0.027827978, 0.144461155, 0.017991066
0.155838966, 18.263181816, 0.032741547, 0.158001423, 0.018924952
0.152339935, 21.236639779, 0.028246641, 0.144239426, 0.013846874
0.169710636, 15.303939669, 0.017319918, 0.139096022, 0.020743132
0.414592743, 7.605605119, 0.027673244, 0.144209146, 0.016666889
0.378500462, 8.452514239, 0.015778542, 0.131668329, 0.017222166
1.616265297, 1.959903507, 0.033282280, 0.178570747, 0.031985998
1.729439020, 1.897582564, 0.016035080, 0.158774376, 0.031996012
1.825342655, 1.798320156, 0.032207966, 0.178499222, 0.031255960
1.738793850, 1.919153010, 0.014689922, 0.127610922, 0.014008999
0.537133217, 6.196763360, 0.026536703, 0.143341541, 0.017894030
0.165917158, 16.747037557, 0.015528679, 0.125794172, 0.014291048
0.336046219, 10.508808400, 0.029205799, 0.147093773, 0.015105009
0.285786867, 12.457104598, 0.015353203, 0.139026403, 0.017627954
0.360760927, 9.861480480, 0.031107426, 0.164899111, 0.018675804
0.361289501, 9.441850638, 0.015526533, 0.142805338, 0.017796993
0.482376099, 7.217507992, 0.015618324, 0.131488562, 0.015645027
0.599473715, 6.108623197, 0.017006636, 0.154130220, 0.020581007
0.621277332, 6.132267062, 0.015573502, 0.130617380, 0.015226126
0.181266069, 17.976358634, 0.016922951, 0.147520065, 0.020630121
0.361613035, 11.265621215, 0.015897512, 0.137374640, 0.016404152
0.346292973, 11.206343815, 0.015877008, 0.131282568, 0.015788794
0.412632704, 8.834759867, 0.015353680, 0.135080576, 0.017171860
0.601490736, 6.847550078, 0.015406609, 0.143112659, 0.017794847
0.204261780, 21.316784617, 0.016261339, 0.139488935, 0.020998001
0.352109194, 10.818598813, 0.015987396, 0.140049219, 0.017181873
0.624889612, 6.486028150, 0.015769005, 0.142925978, 0.017495871
0.346205473, 11.159656732, 0.015527248, 0.137586117, 0.018567085
0.532626629, 7.711699394, 0.016300678, 0.140461206, 0.020492077
0.444322586, 10.411535811, 0.016944408, 0.145138741, 0.017694950
0.296843529, 13.058110750, 0.015192509, 0.141039133, 0.020483017
0.718363762, 6.248624109, 0.016299963, 0.137525320, 0.018100977
